subject,sessionIndex,rep,H.period,UD.period.t,H.t,UD.t.i,H.i,UD.i.e,H.e,UD.e.five,H.five,UD.five.Shift.r,H.Shift.r,UD.Shift.r.o,H.o,UD.o.a,H.a,UD.a.n,H.n,UD.n.l,H.l
02tnxibyzlsiq0jmrji2buf,1,1,0.11599993705749512,0.18600010871887207,0.12999987602233887,0.06300020217895508,0.1509997844696045,0.04400014877319336,0.18000006675720215,0.9659998416900635,0.10100007057189941,0.5139999389648438,0.09100008010864258,0.17299985885620117,0.13900017738342285,0.10800004005432129,0.1509997844696045,0.11500000953674316,0.1380000114440918,0.16200017929077148,0.18699979782104492
02tnxibyzlsiq0jmrji2buf,1,10,0.127000093460083,0.18700003623962402,0.11400008201599121,-0.006000041961669922,0.15899991989135742,-0.07899999618530273,0.15400004386901855,0.20799994468688965,0.11500000953674316,0.2709999084472656,0.09100008010864258,0.10899996757507324,0.15400004386901855,-0.01399993896484375,0.13100004196166992,-0.03400015830993652,0.1530001163482666,-0.07800006866455078,0.13499999046325684
02tnxibyzlsiq0jmrji2buf,2,11,0.15900015830993652,0.44299983978271484,0.11700010299682617,-0.0009999275207519531,0.15399980545043945,-0.10299992561340332,0.1359999179840088,0.046000003814697266,0.13499999046325684,0.19000005722045898,0.11500000953674316,0.04900002479553223,0.1419999599456787,-0.010999917984008789,0.13499999046325684,-0.06200003623962402,0.15400004386901855,-0.06999993324279785,0.10599994659423828
02tnxibyzlsiq0jmrji2buf,2,12,0.1510000228881836,0.11299991607666016,0.10700011253356934,0.00599980354309082,0.16500020027160645,-0.08600020408630371,0.1550002098083496,0.5139999389648438,0.1119999885559082,0.2980000972747803,0.09399986267089844,0.10400009155273438,0.12299990653991699,0.0710000991821289,0.12399983406066895,-0.01699995994567871,0.14700007438659668,-0.09100008010864258,0.1119999885559082
02tnxibyzlsiq0jmrji2buf,2,13,0.14299988746643066,0.08900022506713867,0.10699987411499023,0.03399991989135742,0.12199997901916504,-0.053999900817871094,0.13400006294250488,0.7409999370574951,0.08599996566772461,0.2929999828338623,0.07400012016296387,0.11699986457824707,0.127000093460083,0.019999980926513672,0.11400008201599121,-0.03800010681152344,0.11800003051757812,-0.06200003623962402,0.1419999599456787
02tnxibyzlsiq0jmrji2buf,2,14,0.06699991226196289,0.13300013542175293,0.10199999809265137,0.029000043869018555,0.10199999809265137,-0.03800010681152344,0.12599992752075195,0.22699999809265137,0.11100006103515625,0.2109999656677246,0.11800003051757812,0.03600001335144043,0.11500000953674316,0.020999908447265625,0.16700005531311035,-0.07800006866455078,0.11400008201599121,-0.07899999618530273,0.13100004196166992
02tnxibyzlsiq0jmrji2buf,2,15,0.13499999046325684,0.14600014686584473,0.08999991416931152,-0.026000022888183594,0.15799999237060547,-0.04999995231628418,0.10199999809265137,0.4700000286102295,0.09400010108947754,0.2609999179840088,0.14100003242492676,-0.0010001659393310547,0.15000009536743164,-0.06699991226196289,0.19499993324279785,-0.08599996566772461,0.13400006294250488,-0.07500004768371582,0.14699983596801758
02tnxibyzlsiq0jmrji2buf,2,16,0.15999984741210938,0.08599996566772461,0.09800004959106445,-0.01399993896484375,0.12599992752075195,-0.06599998474121094,0.13899993896484375,0.5450000762939453,0.10299992561340332,0.1490001678466797,0.13399982452392578,0.023000001907348633,0.10000014305114746,0.43000006675720215,0.15399980545043945,-0.03099989891052246,0.11800003051757812,-0.07800006866455078,0.13899993896484375
02tnxibyzlsiq0jmrji2buf,2,17,0.17100000381469727,0.05099987983703613,0.12100005149841309,-0.053999900817871094,0.14699983596801758,-0.10199999809265137,0.20200014114379883,1.1039998531341553,0.10700011253356934,0.23200011253356934,0.0989999771118164,0.053999900817871094,0.13000011444091797,-0.06500005722045898,0.21799993515014648,-0.07399988174438477,0.15799999237060547,-0.127000093460083,0.13499999046325684
02tnxibyzlsiq0jmrji2buf,2,18,0.13100004196166992,0.13100004196166992,0.10599994659423828,-0.0019998550415039062,0.14599990844726562,-0.09400010108947754,0.19099998474121094,0.5900001525878906,0.13100004196166992,0.18700003623962402,0.17399978637695312,-0.042999982833862305,0.14700007438659668,-0.026999950408935547,0.15799999237060547,-0.1510000228881836,0.19899988174438477,-0.05799984931945801,0.14700007438659668
02tnxibyzlsiq0jmrji2buf,2,19,0.2390000820159912,0.22900009155273438,0.11399984359741211,0.01900005340576172,0.11899995803833008,-0.05099987983703613,0.17100000381469727,0.28600001335144043,0.15399980545043945,0.20100021362304688,0.11899995803833008,0.03900003433227539,0.10199999809265137,-0.018000125885009766,0.1530001163482666,-0.10100007057189941,0.16700005531311035,-0.0710000991821289,0.14300012588500977
02tnxibyzlsiq0jmrji2buf,1,2,0.1099998950958252,0.22600007057189941,0.12400007247924805,-0.021000146865844727,0.17500019073486328,-0.042999982833862305,0.19499993324279785,1.1989998817443848,0.10199999809265137,0.2929999828338623,0.1380000114440918,0.03299999237060547,0.1420001983642578,0.07399988174438477,0.16700005531311035,0.247999906539917,0.07400012016296387,0.21199989318847656,0.12400007247924805
02tnxibyzlsiq0jmrji2buf,2,20,0.20199990272521973,0.10000014305114746,0.12299990653991699,0.016000032424926758,0.13400006294250488,-0.07800006866455078,0.11400008201599121,0.2719998359680176,0.08300018310546875,0.24000000953674316,0.13199996948242188,0.0,0.10599994659423828,-0.009999990463256836,0.15000009536743164,-0.07800006866455078,0.13899993896484375,-0.07500004768371582,0.13000011444091797
02tnxibyzlsiq0jmrji2buf,3,21,0.13899993896484375,0.07700014114379883,0.08699989318847656,0.01699995994567871,0.127000093460083,-0.07800006866455078,0.15400004386901855,0.48600006103515625,0.08699989318847656,0.22699999809265137,0.1700000762939453,-0.03699994087219238,0.13399982452392578,-0.023999929428100586,0.1790001392364502,-0.0989999771118164,0.13499999046325684,-0.07400012016296387,0.12199997901916504
02tnxibyzlsiq0jmrji2buf,3,22,0.16100001335144043,0.013000011444091797,0.1360001564025879,-0.002000093460083008,0.13000011444091797,-0.07800006866455078,0.18199992179870605,0.5380001068115234,0.11800003051757812,0.16699981689453125,0.13400006294250488,-0.017999887466430664,0.14999985694885254,-0.021999835968017578,0.12599992752075195,-0.05900001525878906,0.14700007438659668,-0.08600020408630371,0.14600014686584473
02tnxibyzlsiq0jmrji2buf,3,23,0.17799997329711914,0.01900005340576172,0.11800003051757812,-0.003000020980834961,0.13100004196166992,-0.04200005531311035,0.15799999237060547,0.5850000381469727,0.15399980545043945,0.1790001392364502,0.17400002479553223,-0.031000137329101562,0.15200018882751465,0.015999794006347656,0.15799999237060547,-0.08899998664855957,0.18200016021728516,-0.09800004959106445,0.1510000228881836
02tnxibyzlsiq0jmrji2buf,3,24,0.21500015258789062,0.037999868392944336,0.10700011253356934,-0.03800010681152344,0.14599990844726562,-0.06699991226196289,0.13899993896484375,0.14300012588500977,0.10299992561340332,0.21600008010864258,0.12199997901916504,0.0409998893737793,0.11500000953674316,-0.018999814987182617,0.14099979400634766,-0.03699994087219238,0.12199997901916504,-0.0709998607635498,0.13100004196166992
02tnxibyzlsiq0jmrji2buf,3,25,0.1960000991821289,0.20099997520446777,0.1419999599456787,-0.054000139236450195,0.12100005149841309,-0.026000022888183594,0.13900017738342285,0.1419999599456787,0.13199996948242188,0.2349998950958252,0.11400008201599121,0.006000041961669922,0.16100001335144043,-0.029999971389770508,0.15399980545043945,-0.09399986267089844,0.1549999713897705,-0.06299996376037598,0.11899995803833008
02tnxibyzlsiq0jmrji2buf,3,26,0.1510000228881836,0.08099985122680664,0.14600014686584473,-0.026000022888183594,0.12599992752075195,-0.0709998607635498,0.16699981689453125,0.34800004959106445,0.1380000114440918,0.3229999542236328,0.1119999885559082,0.021000146865844727,0.11899995803833008,-0.029999971389770508,0.15799999237060547,-0.05900001525878906,0.11500000953674316,-0.07400012016296387,0.1100001335144043
02tnxibyzlsiq0jmrji2buf,3,27,0.17100000381469727,0.28600001335144043,0.07399988174438477,0.5310001373291016,0.12199997901916504,-0.037000179290771484,0.14600014686584473,0.4010000228881836,0.11500000953674316,0.28999996185302734,0.13400006294250488,-0.002000093460083008,0.1659998893737793,-0.10500001907348633,0.1530001163482666,0.42799997329711914,0.12599992752075195,-0.037999868392944336,0.13899993896484375
02tnxibyzlsiq0jmrji2buf,3,28,0.1789999008178711,0.04500007629394531,0.09400010108947754,0.01399993896484375,0.13400006294250488,-0.09000015258789062,0.16200017929077148,0.08999991416931152,0.1099998950958252,0.41100001335144043,0.12600016593933105,0.009999990463256836,0.12599992752075195,-0.010999917984008789,0.13099980354309082,-0.08299994468688965,0.15900015830993652,-0.06700015068054199,0.10700011253356934
02tnxibyzlsiq0jmrji2buf,3,29,0.1549999713897705,0.17300009727478027,0.06999993324279785,0.016000032424926758,0.11700010299682617,-0.057000160217285156,0.13000011444091797,0.09299993515014648,0.12199997901916504,0.3559999465942383,0.13900017738342285,0.008999824523925781,0.15000009536743164,-0.03299999237060547,0.16100001335144043,-0.07699990272521973,0.1380000114440918,-0.07899999618530273,0.13899993896484375
02tnxibyzlsiq0jmrji2buf,1,3,0.20200014114379883,0.09599995613098145,0.11899995803833008,-0.023000001907348633,0.1510000228881836,-0.03399991989135742,0.12299990653991699,0.5900001525878906,0.0989999771118164,0.6889998912811279,0.07800006866455078,0.14899992942810059,0.14300012588500977,0.06299996376037598,0.14999985694885254,-0.037999868392944336,0.15799999237060547,-0.02200007438659668,0.24300003051757812
